Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10648525,1,"Friday, February  1, 2013 05:30:23 UTC",62.1464,-152.1903,2.4,134.40,36,"Central Alaska"
ak,10648523,1,"Friday, February  1, 2013 05:12:27 UTC",63.2378,-150.1948,1.2,82.50, 7,"Central Alaska"
ak,10648518,1,"Friday, February  1, 2013 04:53:48 UTC",60.0102,-152.9927,1.7,2.50,14,"Southern Alaska"
ci,15279737,0,"Friday, February  1, 2013 04:51:56 UTC",33.6958,-116.8217,1.3,17.80,67,"Southern California"
nc,71932686,2,"Friday, February  1, 2013 04:38:14 UTC",36.4693,-120.9853,1.0,6.40,14,"Central California"
ak,10648510,1,"Friday, February  1, 2013 04:36:44 UTC",60.0097,-152.9924,1.9,2.70,16,"Southern Alaska"
nc,71069509,2,"Friday, February  1, 2013 04:17:41 UTC",36.4678,-120.9910,1.1,6.90,17,"Central California"
ci,15279729,0,"Friday, February  1, 2013 04:17:17 UTC",35.4857,-118.2943,1.4,3.30,31,"Central California"
nc,71932671,1,"Friday, February  1, 2013 04:08:37 UTC",38.8135,-122.8045,1.2,2.30,26,"Northern California"
ci,15279721,2,"Friday, February  1, 2013 04:05:54 UTC",36.3987,-117.8410,1.4,1.00,35,"Central California"
ak,10648500,2,"Friday, February  1, 2013 04:01:10 UTC",59.9382,-152.8611,1.5,95.50, 9,"Southern Alaska"
ci,15279713,2,"Friday, February  1, 2013 03:59:19 UTC",35.8183,-117.6922,1.2,7.60,42,"Central California"
ak,10648490,1,"Friday, February  1, 2013 03:36:37 UTC",59.9992,-153.0501,2.6,6.50,27,"Southern Alaska"
ak,10648484,1,"Friday, February  1, 2013 03:33:26 UTC",60.0158,-152.9110,2.8,0.10,33,"Southern Alaska"
ak,10648481,1,"Friday, February  1, 2013 03:22:31 UTC",63.4528,-150.8713,1.4,13.40, 8,"Central Alaska"
ak,10648474,1,"Friday, February  1, 2013 03:15:33 UTC",61.3791,-151.4807,2.0,89.90,25,"Southern Alaska"
nc,71932646,1,"Friday, February  1, 2013 03:15:28 UTC",38.8093,-122.8138,1.5,2.10,25,"Northern California"
uw,60503811,2,"Friday, February  1, 2013 03:06:38 UTC",48.0092,-122.7317,1.0,13.10,15,"Puget Sound region, Washington"
nc,71932631,1,"Friday, February  1, 2013 02:49:57 UTC",38.7933,-122.7800,1.7,4.00,32,"Northern California"
ak,10648463,1,"Friday, February  1, 2013 02:33:43 UTC",59.2296,-152.3089,2.0,42.60,10,"Southern Alaska"
us,c000ezhu,7,"Friday, February  1, 2013 02:17:27 UTC",-6.9508,147.6674,5.9,34.80,124,"eastern New Guinea region, Papua New Guinea"
uw,60503806,2,"Friday, February  1, 2013 02:11:37 UTC",48.0168,-122.7905,1.8,17.60,26,"Puget Sound region, Washington"
nc,71932621,2,"Friday, February  1, 2013 02:09:43 UTC",36.0125,-120.5745,1.4,4.70,45,"Central California"
ak,10648446,1,"Friday, February  1, 2013 02:09:40 UTC",65.0179,-149.0313,1.1,17.70, 7,"northern Alaska"
ak,10648440,1,"Friday, February  1, 2013 01:59:01 UTC",62.8110,-147.8232,1.8,42.40,12,"Central Alaska"
ak,10648436,1,"Friday, February  1, 2013 01:51:19 UTC",60.0532,-152.2492,1.3,26.10, 7,"Southern Alaska"
us,c000ezhs,7,"Friday, February  1, 2013 01:49:13 UTC",-10.9845,165.4756,4.9,29.80,128,"Santa Cruz Islands"
ak,10648427,1,"Friday, February  1, 2013 01:39:30 UTC",61.8502,-149.8625,1.4,35.20,10,"Southern Alaska"
ak,10648416,1,"Friday, February  1, 2013 01:26:37 UTC",63.5012,-146.3493,1.1,9.80, 7,"Central Alaska"
nc,71932596,2,"Friday, February  1, 2013 01:13:18 UTC",36.3067,-120.8587,1.4,7.70,24,"Central California"
ak,10648396,1,"Friday, February  1, 2013 00:51:17 UTC",62.2810,-148.8138,1.0,33.30, 6,"Central Alaska"
us,c000ezhk,6,"Friday, February  1, 2013 00:42:59 UTC",-11.0555,165.4805,4.8,9.90,99,"Santa Cruz Islands"
ak,10648387,1,"Friday, February  1, 2013 00:38:58 UTC",62.1646,-147.5438,1.3,30.40, 6,"Central Alaska"
us,c000ezhb,4,"Friday, February  1, 2013 00:18:08 UTC",-11.0338,165.3336,5.1,10.70,32,"Santa Cruz Islands"
ci,15279681,2,"Friday, February  1, 2013 00:12:09 UTC",32.5422,-116.7777,1.6,0.00,28,"Baja California, Mexico"
ak,10648364,1,"Friday, February  1, 2013 00:09:20 UTC",65.0385,-147.4320,1.4,0.00, 7,"northern Alaska"
nc,71932551,2,"Friday, February  1, 2013 00:03:31 UTC",35.6587,-121.0788,1.0,9.30,19,"Central California"
us,2013lbbf,5,"Thursday, January 31, 2013 23:57:00 UTC",-10.9901,165.4782,4.6,10.00,20,"Santa Cruz Islands"
ak,10648345,1,"Thursday, January 31, 2013 23:40:36 UTC",60.3246,-150.9390,2.8,41.30,45,"Kenai Peninsula, Alaska"
uw,60503756,1,"Thursday, January 31, 2013 23:09:38 UTC",47.6910,-120.0602,1.5,7.10,12,"Washington"
nc,71932521,3,"Thursday, January 31, 2013 23:08:04 UTC",39.1290,-121.8742,1.5,1.20, 7,"Northern California"
nc,71932511,3,"Thursday, January 31, 2013 22:59:43 UTC",39.1217,-121.8935,1.6,0.90, 9,"Northern California"
nc,71932501,3,"Thursday, January 31, 2013 22:52:18 UTC",39.2007,-121.8363,1.2,0.80, 9,"Northern California"
nc,71932496,2,"Thursday, January 31, 2013 22:47:34 UTC",36.4325,-120.8175,1.7,11.80,23,"Central California"
ak,10648140,1,"Thursday, January 31, 2013 22:43:37 UTC",62.0739,-145.3844,1.8,19.00,11,"Central Alaska"
pr,13031001,0,"Thursday, January 31, 2013 22:22:51 UTC",19.6245,-65.5158,3.2,52.00, 7,"Puerto Rico region"
ak,10648118,1,"Thursday, January 31, 2013 22:13:34 UTC",63.0886,-151.4744,1.4,7.20, 6,"Central Alaska"
nc,71932456,3,"Thursday, January 31, 2013 21:46:42 UTC",39.1732,-121.8478,1.6,0.90, 7,"Northern California"
ci,15279657,2,"Thursday, January 31, 2013 21:43:57 UTC",33.3657,-116.8207,1.2,5.80,25,"Southern California"
nc,71932441,3,"Thursday, January 31, 2013 21:25:23 UTC",39.1610,-121.8555,1.7,0.80, 6,"Northern California"
ak,10648081,1,"Thursday, January 31, 2013 21:22:23 UTC",61.5550,-146.3410,1.5,25.80, 5,"Southern Alaska"
us,c000ezjq,3,"Thursday, January 31, 2013 21:20:33 UTC",31.8719,-94.3971,2.7,5.50,11,"eastern Texas"
ak,10648065,1,"Thursday, January 31, 2013 21:18:31 UTC",63.0941,-150.6665,1.4,106.20,13,"Central Alaska"
uw,60503681,2,"Thursday, January 31, 2013 21:15:13 UTC",45.7197,-121.3955,1.1,0.00,13,"Washington"
ak,10648057,2,"Thursday, January 31, 2013 21:10:39 UTC",63.2071,-150.7645,1.4,130.10, 9,"Central Alaska"
ci,15279625,2,"Thursday, January 31, 2013 21:00:46 UTC",34.2798,-119.0615,1.5,5.10, 9,"Greater Los Angeles area, California"
ci,15279633,2,"Thursday, January 31, 2013 20:59:12 UTC",35.9192,-117.1762,1.1,2.90,12,"Central California"
nc,71932431,3,"Thursday, January 31, 2013 20:37:22 UTC",39.1620,-121.8590,1.5,0.80, 8,"Northern California"
ak,10648034,1,"Thursday, January 31, 2013 20:31:09 UTC",64.6695,-146.9074,1.0,10.10, 5,"Central Alaska"
us,c000ezb1,5,"Thursday, January 31, 2013 20:31:01 UTC",14.3750,92.8539,4.4,27.20,13,"Andaman Islands, India region"
nc,71932421,3,"Thursday, January 31, 2013 20:21:27 UTC",39.1408,-121.8583,1.3,0.70,10,"Northern California"
ci,15279617,2,"Thursday, January 31, 2013 20:21:26 UTC",32.0352,-114.9792,2.9,7.00,14,"Sonora, Mexico"
ak,10648023,1,"Thursday, January 31, 2013 20:19:10 UTC",62.1891,-145.5031,1.7,10.00,13,"Central Alaska"
nc,71932416,3,"Thursday, January 31, 2013 20:18:43 UTC",39.1507,-121.8708,1.3,1.30, 8,"Northern California"
nn,00401418,9,"Thursday, January 31, 2013 20:13:01 UTC",37.3970,-116.9257,1.3,12.20,12,"Nevada"
nc,71932391,0,"Thursday, January 31, 2013 19:59:34 UTC",38.8353,-122.7833,1.4,2.40,22,"Northern California"
nc,71932376,3,"Thursday, January 31, 2013 19:46:23 UTC",39.1860,-121.8440,1.2,0.80, 8,"Northern California"
us,c000eza2,4,"Thursday, January 31, 2013 19:45:41 UTC",26.4419,126.3744,4.5,103.70,32,"Ryukyu Islands, Japan"
nc,71932371,3,"Thursday, January 31, 2013 19:37:01 UTC",39.1815,-121.8418,1.4,1.00,10,"Northern California"
nc,71932361,3,"Thursday, January 31, 2013 19:34:40 UTC",40.9178,-122.3932,1.7,9.60,15,"Northern California"
ak,10647994,1,"Thursday, January 31, 2013 19:27:56 UTC",61.3245,-151.5856,2.2,113.40,24,"Southern Alaska"
nc,71932356,3,"Thursday, January 31, 2013 19:06:55 UTC",39.1583,-121.8588,1.4,1.30, 8,"Northern California"
ak,10647965,1,"Thursday, January 31, 2013 18:22:30 UTC",62.7546,-150.5075,1.8,72.80,18,"Central Alaska"
uu,60012002,2,"Thursday, January 31, 2013 17:58:32 UTC",44.2432,-110.7780,1.3,3.10, 7,"Yellowstone National Park, Wyoming"
ak,10647954,2,"Thursday, January 31, 2013 17:47:35 UTC",59.9229,-153.3758,2.2,129.60,13,"Southern Alaska"
ci,15279569,2,"Thursday, January 31, 2013 17:23:32 UTC",33.3077,-116.1818,1.2,8.40,49,"Southern California"
us,c000ez8e,6,"Thursday, January 31, 2013 17:14:12 UTC",13.9222,120.7113,4.8,213.80,140,"Mindoro, Philippines"
us,c000ez8d,6,"Thursday, January 31, 2013 17:09:59 UTC",-9.0388,-108.5685,4.9,10.00,73,"central East Pacific Rise"
nc,71932306,3,"Thursday, January 31, 2013 17:08:28 UTC",39.1562,-121.8667,1.3,0.80, 9,"Northern California"
ak,10647928,1,"Thursday, January 31, 2013 16:32:14 UTC",57.9708,-154.5448,2.4,57.20,12,"Kodiak Island region, Alaska"
us,c000ez7y,8,"Thursday, January 31, 2013 16:04:47 UTC",35.9827,139.7463,4.9,47.70,117,"near the south coast of Honshu, Japan"
ci,15279529,2,"Thursday, January 31, 2013 15:40:12 UTC",32.7532,-115.4452,1.6,8.40,19,"Southern California"
nc,71932266,3,"Thursday, January 31, 2013 15:15:46 UTC",35.7165,-121.0870,2.1,7.60,66,"Central California"
nc,71932256,2,"Thursday, January 31, 2013 15:08:07 UTC",35.9887,-120.5550,1.1,3.80,39,"Central California"
ci,15279521,2,"Thursday, January 31, 2013 14:54:15 UTC",32.9132,-116.2327,1.6,10.10,55,"Southern California"
us,c000ez7n,7,"Thursday, January 31, 2013 14:53:41 UTC",36.7675,140.4900,4.8,10.10,74,"near the east coast of Honshu, Japan"
nn,00401372,9,"Thursday, January 31, 2013 14:35:56 UTC",37.3785,-117.1373,1.1,8.90,12,"Nevada"
ak,10647983,2,"Thursday, January 31, 2013 14:26:12 UTC",51.9515,-174.6125,1.5,25.20, 7,"Andreanof Islands, Aleutian Islands, Alaska"
nm,013113a,A,"Thursday, January 31, 2013 14:24:09 UTC",36.2024,-89.5038,1.7,5.30,19,"Tennessee"
ci,15279513,2,"Thursday, January 31, 2013 14:10:35 UTC",33.8868,-115.9922,1.4,5.10,41,"Southern California"
ak,10647898,2,"Thursday, January 31, 2013 14:00:27 UTC",63.2751,-151.3605,2.3,8.50,21,"Central Alaska"
nc,71932216,2,"Thursday, January 31, 2013 13:46:13 UTC",37.5363,-118.8655,1.2,9.00,32,"Central California"
ak,10647889,1,"Thursday, January 31, 2013 13:43:35 UTC",61.9673,-145.0521,2.1,8.40,17,"Southern Alaska"
nn,00401361,9,"Thursday, January 31, 2013 13:06:50 UTC",37.3935,-117.1977,1.3,27.60, 7,"Nevada"
nn,00401360,9,"Thursday, January 31, 2013 13:04:13 UTC",37.3492,-117.1348,1.0,12.00,13,"Nevada"
nc,71932186,4,"Thursday, January 31, 2013 12:46:56 UTC",35.4927,-120.7938,1.5,8.70,38,"Central California"
ak,10647877,2,"Thursday, January 31, 2013 12:43:54 UTC",61.9563,-142.2678,1.9,46.40, 4,"Southern Alaska"
ak,10647873,1,"Thursday, January 31, 2013 12:24:38 UTC",64.6700,-149.3564,1.2,18.80, 7,"Central Alaska"
us,c000ez6v,5,"Thursday, January 31, 2013 12:10:50 UTC",-4.4873,138.2733,4.6,84.10,28,"Papua, Indonesia"
ak,10647869,1,"Thursday, January 31, 2013 12:00:39 UTC",64.1814,-150.9416,1.3,10.30, 5,"Central Alaska"
nc,71932176,3,"Thursday, January 31, 2013 11:53:57 UTC",37.3173,-122.1547,1.9,8.00,82,"San Francisco Bay area, California"
ak,10647865,1,"Thursday, January 31, 2013 11:45:58 UTC",62.3679,-150.0314,1.7,13.50,10,"Central Alaska"
nc,71932171,0,"Thursday, January 31, 2013 11:41:59 UTC",38.7882,-122.7632,1.4,1.20,17,"Northern California"
nn,00401354,9,"Thursday, January 31, 2013 11:00:39 UTC",37.3685,-117.1389,1.7,7.80,17,"Nevada"
ak,10647856,1,"Thursday, January 31, 2013 10:44:39 UTC",64.9484,-147.6343,1.0,11.10, 6,"Central Alaska"
nc,71932166,4,"Thursday, January 31, 2013 10:40:19 UTC",39.0137,-123.4622,1.3,5.20,11,"Northern California"
nc,71932161,0,"Thursday, January 31, 2013 10:31:22 UTC",38.8475,-122.8228,1.0,1.80,14,"Northern California"
ak,10647843,1,"Thursday, January 31, 2013 10:25:04 UTC",63.0043,-150.6745,2.5,128.20,40,"Central Alaska"
us,c000ez5u,3,"Thursday, January 31, 2013 10:20:04 UTC",-1.7628,-12.9574,4.8,10.00,29,"north of Ascension Island"
us,c000ez52,6,"Thursday, January 31, 2013 09:53:43 UTC",55.5844,-134.7450,6.0,9.70,487,"Southeastern Alaska"
nc,71932151,0,"Thursday, January 31, 2013 09:38:20 UTC",38.8150,-122.8177,1.1,3.30,21,"Northern California"
ci,15279425,2,"Thursday, January 31, 2013 09:28:41 UTC",33.2227,-115.6263,1.6,5.70,11,"Southern California"
ak,10647825,2,"Thursday, January 31, 2013 09:24:49 UTC",54.6459,-160.9926,2.1,25.70, 6,"Alaska Peninsula"
uu,60011967,5,"Thursday, January 31, 2013 09:23:38 UTC",44.8090,-110.9778,1.1,10.40,12,"Yellowstone National Park, Wyoming"
ak,10647824,2,"Thursday, January 31, 2013 09:12:06 UTC",64.6157,-133.9443,3.0,10.00,10,"Southern Yukon Territory, Canada"
nc,71932131,3,"Thursday, January 31, 2013 09:08:07 UTC",36.5597,-121.0745,2.0,8.90,49,"Central California"
ak,10647818,1,"Thursday, January 31, 2013 08:55:45 UTC",59.7592,-152.2661,1.9,47.30, 7,"Southern Alaska"
us,c000ez4g,4,"Thursday, January 31, 2013 08:27:28 UTC",-7.2713,144.0844,4.3,33.30,20,"near the south coast of New Guinea, Papua New Guinea"
hv,60461566,1,"Thursday, January 31, 2013 08:22:20 UTC",19.7658,-155.4437,2.4,27.70,44,"Island of Hawaii, Hawaii"
uu,60011957,4,"Thursday, January 31, 2013 08:20:19 UTC",44.8158,-110.9787,1.7,12.50,16,"Yellowstone National Park, Wyoming"
ci,15279417,2,"Thursday, January 31, 2013 08:06:33 UTC",33.3913,-116.8447,2.8,7.10,143,"Southern California"
us,c000ez43,9,"Thursday, January 31, 2013 08:04:08 UTC",39.8641,19.7467,4.5,10.00,34,"Kerkira region, Greece"
nc,71932111,0,"Thursday, January 31, 2013 08:04:05 UTC",38.7475,-122.6922,1.0,1.60, 8,"Northern California"
nc,71932106,1,"Thursday, January 31, 2013 08:02:10 UTC",38.7483,-122.7093,1.8,2.40,26,"Northern California"
nc,71932101,2,"Thursday, January 31, 2013 07:56:41 UTC",37.4948,-121.8083,1.2,8.30,22,"San Francisco Bay area, California"
uu,60011947,4,"Thursday, January 31, 2013 07:54:37 UTC",44.8205,-110.9842,1.2,10.90,13,"Yellowstone National Park, Wyoming"
uu,60011942,4,"Thursday, January 31, 2013 07:22:09 UTC",44.8093,-110.9715,1.6,12.10,15,"Yellowstone National Park, Wyoming"
ak,10647796,1,"Thursday, January 31, 2013 07:01:31 UTC",63.5301,-147.3096,1.5,0.00,14,"Central Alaska"
ak,10647794,1,"Thursday, January 31, 2013 06:57:54 UTC",63.7943,-150.2995,1.6,0.00,14,"Central Alaska"
us,c000ez3n,5,"Thursday, January 31, 2013 06:50:16 UTC",-10.4181,166.2512,4.9,35.00,57,"Santa Cruz Islands"
ak,10647788,1,"Thursday, January 31, 2013 06:46:41 UTC",60.7725,-151.1424,1.9,54.50,13,"Kenai Peninsula, Alaska"
us,c000ez35,9,"Thursday, January 31, 2013 06:42:10 UTC",-10.7132,166.3856,5.1,35.20,196,"Santa Cruz Islands"
ak,10647778,1,"Thursday, January 31, 2013 05:50:07 UTC",60.6306,-147.3975,2.0,7.10,11,"Southern Alaska"
ci,15279385,2,"Thursday, January 31, 2013 05:25:50 UTC",32.4647,-115.5607,1.8,17.10,18,"Baja California, Mexico"
us,c000ez22,9,"Thursday, January 31, 2013 05:18:14 UTC",-10.5668,166.4465,5.4,45.70,237,"Santa Cruz Islands"
us,c000ez2t,4,"Thursday, January 31, 2013 05:16:58 UTC",-10.5025,166.2009,5.0,25.00,135,"Santa Cruz Islands"
ak,10647752,1,"Thursday, January 31, 2013 05:12:51 UTC",65.7948,-151.1121,2.0,0.50,12,"northern Alaska"
us,c000ez1s,5,"Thursday, January 31, 2013 05:10:52 UTC",-28.0531,-70.9271,4.6,46.10,24,"Atacama, Chile"
ci,15279369,2,"Thursday, January 31, 2013 04:59:38 UTC",32.6880,-115.8165,1.3,8.70,17,"Southern California"
ak,10647740,1,"Thursday, January 31, 2013 04:35:05 UTC",60.1827,-151.2743,2.6,60.70,37,"Kenai Peninsula, Alaska"
us,c000ez19,6,"Thursday, January 31, 2013 04:31:33 UTC",-10.9342,165.4181,5.6,32.90,47,"Santa Cruz Islands"
nc,71932011,3,"Thursday, January 31, 2013 04:28:51 UTC",37.4575,-118.6333,1.9,18.20,45,"Central California"
nc,71932016,2,"Thursday, January 31, 2013 04:28:38 UTC",37.4647,-118.6310,1.3,16.80,37,"Central California"
us,c000ez14,3,"Thursday, January 31, 2013 04:15:55 UTC",-27.8784,-70.9409,4.5,26.80,36,"Atacama, Chile"
us,c000ez13,5,"Thursday, January 31, 2013 04:10:46 UTC",-4.6131,102.5153,5.0,51.70,50,"southern Sumatra, Indonesia"
uw,60503441,3,"Thursday, January 31, 2013 04:01:13 UTC",46.2847,-122.2080,2.6,5.00,43,"Mount St. Helens area, Washington"
us,c000ez11,8,"Thursday, January 31, 2013 03:58:00 UTC",-10.6802,166.3910,5.6,35.10,268,"Santa Cruz Islands"
us,c000ez0w,9,"Thursday, January 31, 2013 03:33:43 UTC",-10.6277,166.3821,6.2,9.20,414,"Santa Cruz Islands"
nc,71931996,2,"Thursday, January 31, 2013 03:28:39 UTC",37.9875,-122.0540,1.5,15.50,31,"San Francisco Bay area, California"
nc,71931981,1,"Thursday, January 31, 2013 03:11:27 UTC",38.8170,-122.8240,1.4,2.80,26,"Northern California"
nc,71931976,2,"Thursday, January 31, 2013 02:57:32 UTC",37.9900,-122.0558,1.8,15.90,46,"San Francisco Bay area, California"
us,c000eyzc,9,"Thursday, January 31, 2013 02:45:00 UTC",-28.5044,-67.3649,4.8,117.70,35,"La Rioja, Argentina"
us,c000eyyd,6,"Thursday, January 31, 2013 02:26:20 UTC",49.8770,150.7514,4.3,355.50,48,"northwest of the Kuril Islands"
nc,71931951,3,"Thursday, January 31, 2013 02:12:13 UTC",37.4855,-118.8382,1.6,7.30,42,"Central California"
nc,71931956,2,"Thursday, January 31, 2013 02:11:54 UTC",38.8295,-122.7985,1.2,2.70,51,"Northern California"
ci,15279329,2,"Thursday, January 31, 2013 02:10:16 UTC",34.1528,-116.4257,1.3,11.00,84,"Southern California"
ak,10647683,1,"Thursday, January 31, 2013 01:59:59 UTC",61.7629,-149.9871,2.1,28.40,21,"Southern Alaska"
ak,10647685,1,"Thursday, January 31, 2013 01:59:37 UTC",63.6339,-150.7918,1.7,6.60, 8,"Central Alaska"
hv,60461446,2,"Thursday, January 31, 2013 01:49:36 UTC",19.3353,-155.0848,2.3,6.40,38,"Island of Hawaii, Hawaii"
ak,10647670,1,"Thursday, January 31, 2013 01:48:18 UTC",60.3708,-152.8349,2.7,119.70,26,"Southern Alaska"
ak,10647656,1,"Thursday, January 31, 2013 01:38:24 UTC",63.9331,-148.8472,2.3,0.00,28,"Central Alaska"
uu,60011917,4,"Thursday, January 31, 2013 01:33:44 UTC",37.8803,-113.2015,1.1,8.40,15,"Utah"
nc,71931896,2,"Thursday, January 31, 2013 01:28:10 UTC",37.6292,-118.8715,1.2,9.00,35,"Long Valley area, California"
nc,71931866,3,"Thursday, January 31, 2013 01:17:11 UTC",36.5997,-121.1993,2.3,2.90,64,"Central California"
pr,13031000,0,"Thursday, January 31, 2013 01:12:08 UTC",18.8897,-64.4533,2.9,38.00, 4,"Virgin Islands region"
ak,10647628,1,"Thursday, January 31, 2013 01:05:33 UTC",61.2339,-150.8160,2.2,42.50,22,"Southern Alaska"
uw,60503391,3,"Thursday, January 31, 2013 01:03:17 UTC",45.9195,-122.4088,3.7,7.60,42,"Washington"
ci,15279313,2,"Thursday, January 31, 2013 00:31:43 UTC",35.0280,-117.6747,1.6,0.00,23,"Southern California"
ak,10647608,1,"Thursday, January 31, 2013 00:27:50 UTC",62.7614,-149.1489,1.5,85.10,17,"Central Alaska"
ak,10647607,1,"Thursday, January 31, 2013 00:24:21 UTC",62.1908,-148.0740,1.5,29.60, 8,"Central Alaska"
nc,71931831,0,"Thursday, January 31, 2013 00:22:38 UTC",38.8215,-122.7645,1.2,1.10,18,"Northern California"
ci,15279305,2,"Thursday, January 31, 2013 00:18:55 UTC",33.8873,-115.9873,1.1,5.10,41,"Southern California"
ak,10647600,1,"Thursday, January 31, 2013 00:17:00 UTC",65.0436,-147.3529,1.4,14.70, 8,"northern Alaska"
nc,71931826,1,"Thursday, January 31, 2013 00:14:11 UTC",38.8393,-122.8380,1.5,2.80,32,"Northern California"
ak,10647586,2,"Wednesday, January 30, 2013 23:59:37 UTC",63.3253,-145.3214,1.4,8.70,21,"Central Alaska"
us,c000eyvv,5,"Wednesday, January 30, 2013 23:53:54 UTC",-10.5647,166.4376,4.6,15.00,48,"Santa Cruz Islands"
us,c000eyvb,8,"Wednesday, January 30, 2013 23:34:30 UTC",-16.0107,-74.8150,4.7,26.30,48,"near the coast of southern Peru"
nc,71931806,0,"Wednesday, January 30, 2013 23:28:42 UTC",38.8367,-122.7835,1.0,2.00,16,"Northern California"
nc,71931801,0,"Wednesday, January 30, 2013 23:28:12 UTC",38.8363,-122.7843,1.4,2.00,22,"Northern California"
ak,10649070,2,"Wednesday, January 30, 2013 23:09:36 UTC",63.2158,-150.8157,1.4,125.40,12,"Central Alaska"
us,c000eyur,A,"Wednesday, January 30, 2013 23:03:45 UTC",-10.5183,166.4862,6.0,10.00,213,"Santa Cruz Islands"
ak,10647444,2,"Wednesday, January 30, 2013 22:56:59 UTC",63.0763,-151.5430,1.3,13.40,15,"Central Alaska"
ak,10647439,2,"Wednesday, January 30, 2013 22:39:51 UTC",62.4685,-149.5489,1.2,59.90,14,"Central Alaska"
ak,10647437,2,"Wednesday, January 30, 2013 22:34:17 UTC",51.5114,-178.1404,2.8,13.40,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10647430,2,"Wednesday, January 30, 2013 22:27:20 UTC",62.1179,-150.2936,1.7,44.90,29,"Central Alaska"
ak,10649065,2,"Wednesday, January 30, 2013 22:15:05 UTC",63.5497,-151.0377,1.0,8.60,13,"Central Alaska"
nc,71931781,1,"Wednesday, January 30, 2013 22:11:35 UTC",38.8455,-122.8265,1.8,2.30,30,"Northern California"
ak,10647414,2,"Wednesday, January 30, 2013 21:46:56 UTC",63.5159,-147.4583,1.1,7.10,16,"Central Alaska"
ci,15279257,2,"Wednesday, January 30, 2013 21:43:53 UTC",32.7687,-116.5752,1.1,17.80,16,"Southern California"
ak,10647408,2,"Wednesday, January 30, 2013 21:33:17 UTC",62.0557,-145.1141,1.8,15.30,20,"Central Alaska"
ak,10649060,2,"Wednesday, January 30, 2013 21:24:50 UTC",63.0859,-149.5558,1.2,92.40,10,"Central Alaska"
ci,15279249,2,"Wednesday, January 30, 2013 21:14:01 UTC",33.7790,-116.1547,1.0,9.00,46,"Southern California"
ak,10647255,2,"Wednesday, January 30, 2013 21:09:59 UTC",59.1494,-152.6174,2.8,62.90,46,"Southern Alaska"
nc,71931736,1,"Wednesday, January 30, 2013 21:05:36 UTC",38.8162,-122.8192,2.0,2.10,39,"Northern California"
ak,10649058,2,"Wednesday, January 30, 2013 20:51:03 UTC",63.9376,-148.8010,1.3,102.00,12,"Central Alaska"
ak,10649057,2,"Wednesday, January 30, 2013 20:44:29 UTC",63.5214,-149.0385,1.4,88.90, 8,"Central Alaska"
ak,10647235,2,"Wednesday, January 30, 2013 20:20:35 UTC",63.5239,-147.3270,2.2,3.90,42,"Central Alaska"
us,c000eyp3,E,"Wednesday, January 30, 2013 20:15:42 UTC",-28.1795,-70.7845,6.8,42.70,608,"Atacama, Chile"
ak,10647233,2,"Wednesday, January 30, 2013 20:13:57 UTC",51.5763,-178.4426,2.2,16.30,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649054,2,"Wednesday, January 30, 2013 20:10:00 UTC",61.1101,-151.7049,1.8,83.70,25,"Southern Alaska"
pr,13030004,0,"Wednesday, January 30, 2013 20:07:39 UTC",19.3710,-68.4885,3.8,71.00,11,"Dominican Republic region"
us,c000eynp,6,"Wednesday, January 30, 2013 20:02:04 UTC",-23.5507,-179.9682,4.6,562.00,122,"south of the Fiji Islands"
ci,15279217,2,"Wednesday, January 30, 2013 19:52:09 UTC",31.6358,-114.4665,3.3,10.00, 5,"Gulf of California"
nc,71931706,2,"Wednesday, January 30, 2013 19:36:00 UTC",37.3313,-122.1328,1.3,7.50,16,"San Francisco Bay area, California"
nc,71931691,4,"Wednesday, January 30, 2013 19:33:45 UTC",37.9993,-122.4503,1.1,2.20,13,"San Pablo Bay, California"
ak,10649053,2,"Wednesday, January 30, 2013 19:32:32 UTC",62.9314,-150.4575,1.5,106.60,17,"Central Alaska"
ak,10647216,2,"Wednesday, January 30, 2013 19:28:02 UTC",64.1766,-149.0325,1.1,1.00,12,"Central Alaska"
ak,10649051,2,"Wednesday, January 30, 2013 19:27:02 UTC",52.8829,-169.5896,2.6,5.50, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10649050,2,"Wednesday, January 30, 2013 19:24:15 UTC",52.0015,179.5195,3.1,184.00,10,"Rat Islands, Aleutian Islands, Alaska"
nc,71931686,2,"Wednesday, January 30, 2013 19:21:45 UTC",36.0315,-120.6073,1.2,0.00,37,"Central California"
nc,71931681,0,"Wednesday, January 30, 2013 19:20:25 UTC",38.8373,-122.8307,1.3,2.50,24,"Northern California"
nc,71931676,1,"Wednesday, January 30, 2013 19:17:56 UTC",38.8352,-122.8313,1.7,2.40,28,"Northern California"
nc,71931671,0,"Wednesday, January 30, 2013 19:10:15 UTC",38.8272,-122.8557,1.0,2.70,21,"Northern California"
nc,71931661,2,"Wednesday, January 30, 2013 18:57:51 UTC",37.3205,-122.1058,1.2,0.00, 9,"San Francisco Bay area, California"
ci,15279201,2,"Wednesday, January 30, 2013 18:51:39 UTC",33.0083,-116.3135,1.9,12.40,93,"Southern California"
